CAS,Median PR,Class,GATS5c,ATS3m,ETA_Psi_1,ETA_Beta,GATS2v,ATSC5e,piPC7,ATSC3e,MLFER_A,AATSC5e,ATSC7c,MDEC-22,SIC2,ATSC8c,minHCsatu,AATS6v,SsssCH,SsssN,AATSC8m,nCl,MDEC-44,PubchemFP377,SubFP40,FMF,minHssNH,VE2_D,maxssCH2,khs.dssS,FP490,ATS8m,FP184,ExtFP763,ExtFP636,minHBint10,ExtFP738,GATS6v,SCH-6,AD2D395,FP350,minHBint3,khs.sNH2,ExtFP701
58935,7.3708577,0,1.3015251525832376,8071.211781,0.48398,22.0,0.7738579325790814,-1.212046960000001,5.88731857137563,-2.432217480000003,0.989,-0.0263488469565217,-0.4584177677784091,0.9085602964160698,0.8794105637394498,0.0102549521912337,0.0,180.20437520031584,0.0,0.0,20.75340690773331,1,0.0,1,0,0.5882352941176471,0.4067439321407576,0.0033532401040778,0.1690246371182218,0,0,121.02451200000002,0,0,0,0.0,1,1.0681269440601582,0.1144811206544345,0,1,0.0,1,0
60348609,89.85533454,1,0.5676039271271051,21387.584334,0.9489,25.0,0.6667236428216433,0.8776293251417782,5.54114098862907,-0.5503427391304373,0.003,0.0313439044693492,-0.030917841350429,2.811547978000323,0.646978312281574,0.0091450653183391,0.0,331.0727903112872,0.0,0.0,-23.776704267319232,0,0.0,0,0,0.7222222222222222,0.0,0.0024329834550024,0.0,0,0,18072.723593,0,0,0,0.0,0,1.0229343500479118,0.1235969372995327,0,0,0.0,0,0
63387280,91.641321045,1,0.6674761298216904,68134.963358,1.09344,29.0,0.684907858187743,0.5334039546313811,5.9419788285967,-0.3329100434782628,0.003,0.019050141236835,-0.0764837852857504,0.0,0.5373118529634745,-0.0023656674708454,0.0,468.4357389202988,0.0,0.0,148.46484415300765,0,0.0,0,0,0.5909090909090909,0.0,0.0022137087584257,0.0,0,0,52595.16741699999,0,0,0,0.0,0,1.3066179503441382,0.0823979581996884,0,0,0.0,0,0
657249,89.32876712,1,1.2406465165061036,1660.618344,0.48193,9.0,0.8035936410854368,-0.231990500000001,0.0,-0.9477619199999971,0.437,-0.0077330166666667,0.1054165386986891,0.0,0.7280175133855432,0.0,0.0,86.91738239635188,0.0,1.51527777777778,0.0,0,0.0,0,0,0.0,0.5680555555555555,0.0051672722264122,0.0,0,0,0.0,0,0,0,0.0,0,1.452143196353953,0.0,0,0,0.0,1,0
66357355,51.92629179,1,1.2207311131170644,5163.881691,0.5265,23.0,0.9514039602138497,-2.083497775013523,4.38358791524083,-0.4208067598701984,0.196,-0.0236761110796991,-0.0974957030679397,5.601275682958293,0.8091568058711225,0.087984568758912,0.0,132.2622333426681,0.0,2.08034560261968,-3.3685323624801726,0,0.0,0,0,0.238095238095238,0.3733152014631993,0.0012530577860608,1.130074247291509,0,0,2796.489858,0,0,0,0.0,1,1.1127424620241295,0.1666666666666666,0,0,-0.3493431343508489,0,0
67018853,4.0518113075,0,1.097838119117352,9329.019521,0.57614,36.25,0.837466768167358,-1.918648013840826,5.91603358480399,1.4110407612456597,0.09,-0.0088416959163171,0.1141569669396979,14.970580765749045,0.7003506288927804,-0.1291980672469611,0.0,131.64433522501446,0.1642268597016276,0.0,-7.194086364383206,0,0.0,0,0,0.59375,0.186954393059642,0.0079521266552025,0.8948594594071685,0,0,5498.941063000009,0,1,1,0.0,0,1.065792668202067,0.1360827634879543,0,1,0.0,0,1
68631492,91.06761566,1,0.541513339177518,29666.457198,0.99078,26.0,0.6344392995735908,1.0624189073724009,5.63879941027948,-0.756462173913046,0.003,0.0379435324061571,-0.0365266980644696,1.4324702914936969,0.6202514033800703,-0.0075906260683355,0.0,359.8108214777196,0.0,0.0,-37.98342355565469,0,0.0,0,0,0.6842105263157895,0.0,0.0,0.0,0,0,25403.976601,0,0,0,0.0,0,1.004080943703744,0.1111111111111111,0,0,0.0,0,0
70458967,100.0,1,0.8101433754238505,7359.6142077184,0.50621,26.5,0.8576570481977208,0.7882419654967259,6.35426133923738,-0.3224587507436054,0.0009999999999999,0.0072985367175622,-0.0176191801282092,7.669948782982146,0.799807693326499,0.0922680413265778,0.0,160.7458163444295,0.0,3.60335293839758,-5.527629455481062,0,0.0,1,0,0.6956521739130435,0.3155665924733835,0.0044299909089865,0.7738219461848609,0,0,2786.9655867024026,0,1,0,0.0,0,1.0905376125891189,0.2029785493341727,0,0,0.6094870281092162,0,0
723466,37.62376238,0,1.146549542691038,5164.063298,0.51276,25.0,0.9351384375401453,-0.0467501683673466,5.43290289088046,-1.4781260318877545,0.606,-0.0010625038265306,-0.2766973612458988,3.539529195983115,0.8189936612631941,0.0691346813030742,0.0,203.2285539874393,0.0,0.0,-3.0756152048979453,0,0.0,1,0,0.7647058823529411,0.4962268518518518,0.001123564800936,0.0,0,0,1183.100861999999,0,0,0,0.0,1,1.1188715004607614,0.2845177968644246,0,0,2.377979675054249,1,0
738705,2.58302583,0,1.2400954430329787,5943.255349,0.51613,28.5,0.6488687805298147,-3.007016052596972,5.85641414422846,0.5534558737672631,0.497,-0.0310001654906904,0.5665400084785756,2.3811015779522995,0.7378405858655711,-0.0656402150197132,0.0,152.560674616509,0.0,0.0,2.2041705399920226,0,0.0,0,0,0.6190476190476191,0.0,0.0047759525968266,0.5305829554043842,0,0,3237.895992,0,0,0,3.271199347827676,1,1.2897157300149995,0.1235969372995327,0,0,0.0,2,1
75847733,100.0,1,1.346811360326567,7287.47061400001,0.52974,27.25,1.114561598649262,-1.589208608264478,4.65217303958343,0.9091390770247896,0.279,-0.0109600593673412,-0.1694169944140494,11.966503815791874,0.8045789522738914,-0.2760455065862824,0.7881168902746283,140.59548539132405,-2.0858992388150046,1.38830333522298,-1.1087056641134765,0,0.0,0,0,0.6296296296296297,0.255983205782313,0.0031749282789881,0.6713678457069443,0,0,6676.078162000009,0,1,0,0.0,0,0.9336431130970302,0.2381448361039201,0,1,0.355382338348655,0,0
76426,7.488986784,0,1.0791512007445585,10115.248261,0.54855,23.75,0.7819936729200692,-0.7700270785123986,6.62940453395924,0.8490741942148773,0.259,-0.0043259948231033,-0.0572948332408454,6.198694710190766,0.8771526504051719,-0.0714674523077285,0.610890022675737,132.16033810143088,-0.5230602796674229,2.2532457010582,-3.2639177236214305,0,1.0,0,1,0.72,0.0,0.0072890675420703,0.8712365362811791,0,0,808.3935540000003,0,1,0,0.0,1,1.048674995568098,0.3728939232630927,0,1,0.119170384172463,0,1
76573,76.815155445,1,1.0220131254646414,8910.207619,0.57458,22.5,0.8123717626590929,-0.7647697522985353,6.64399316297525,1.060434139534884,0.259,-0.004750122685084,-0.1266456840953492,6.198694710190766,0.916385263475786,-0.0205777241263907,0.5620833333333333,135.61408716630706,0.1975585789871498,2.47240386432351,4.236347576759576,0,0.0,0,0,0.72,0.0,0.0058043465765855,1.053250425170068,0,0,757.0500660000007,0,1,0,0.0,0,1.1009692340332369,0.3963116731825585,0,1,1.994906449662017,0,1
78246498,73.747288895,1,0.6179684925651628,6421.07186352161,0.54262,28.75,0.9850708801279364,1.3063214421487517,5.72817016271303,-0.8961877107438037,0.324,0.0114589600188487,-0.1583910182758316,14.638856405641093,0.8182815975277009,0.2401384377212325,0.0,153.75145857521397,0.7180507002183585,0.0,-3.377525568303349,0,0.0,0,0,0.9583333333333334,0.2488607410556815,0.002653410023239,1.028569433946418,0,0,4479.109981972803,0,1,0,0.0,0,0.9640586688311302,0.4013747150773105,0,1,0.0,0,0
79559970,2.5625,0,0.7865931924084157,7839.90370900001,0.65489,25.0,0.8757701098101353,-0.0054224747991268,6.0314361801734,0.5081116530314095,0.09,-5.020809999191504e-05,-0.0348146903673303,10.862220075146633,0.7617836541014528,0.0194805243383917,0.0,152.05196933268942,1.121997719984198,0.0,-12.091314735016844,2,0.0,0,0,0.8,0.2174501917250667,0.0048616607211079,1.258732398309118,0,0,3233.133094000003,0,1,0,0.0,1,0.9633699425342004,0.206930270632866,0,1,0.0,0,1
79856,100.0,1,0.993735268003212,13633.287712,0.49318,34.5,0.7730224053469686,0.4751431020407951,6.71158831536613,-0.3736914285714363,1.02,0.0021597413729127,-0.5177388404142136,2.406851949670727,0.8776968478376528,0.1030877196311848,0.8654319019274377,155.3958866449735,-3.423044112706812,1.44222227471235,0.1661299390550667,0,0.25,0,0,0.5294117647058824,0.0,0.0006722706448705,0.0,0,0,6885.459601000015,1,1,0,2.182226190215458,0,1.0493064502459122,0.1714751217198549,0,1,0.4478636855098731,1,1
80214831,33.33333333,0,1.0917646979676832,21583.2484090001,0.49716,40.0,0.982400142666224,-2.5395554733793366,5.48893772615669,0.452949915794241,1.016,-0.0045757756277105,-0.0332486723412495,2.7652573920338868,0.69493199266912,-0.1061226720236633,0.7486498322354653,140.13155975631108,-13.96926045799552,1.90027793526136,-1.1074508739231184,0,0.4149132666831218,0,1,0.4827586206896552,0.0,0.0040360864562796,0.5369052759738909,0,0,31747.990440000147,0,1,0,-1.7900736959179806,0,0.9183188835643278,0.1036680779880243,0,1,-1.1015151081494223,0,0
81812,100.0,1,1.5600777417929266,6610.703798,0.56522,30.25,0.9705386741479513,-1.6662669138724435,6.26690401501607,-0.7529682761341217,0.348,-0.0164976922165588,-0.1959621157722186,11.326220558463955,0.7628016778514425,0.0125505040410677,0.5511909092340641,190.4428802027269,-0.5328184051398344,0.0,-1.5258362211931649,0,0.0,0,0,0.7391304347826086,0.0,0.0020126914200895,0.1256682256235828,0,0,2469.6913250000025,0,1,0,0.0,1,1.0709884740277578,0.2307563271119505,0,0,0.0,0,0
82419361,57.38396624,1,1.0325195681111576,9249.8474057184,0.50121,29.25,0.7426626756946084,0.1824044536862002,6.72097379146609,-0.08552191115312,-0.01,0.0013818519218651,0.2235570489185838,5.549511796322224,0.844501037717859,-0.0253115828770582,0.0,178.08442535484383,-0.1578700029394477,5.81650049050076,-8.181862776096805,0,0.0,1,0,0.7307692307692307,0.0,0.005958371061197,0.8036483350737498,0,0,3432.3027089792035,0,1,0,0.0,0,1.243480309838911,0.2296107312141917,0,1,0.0,0,0
83432,100.0,1,0.9001256564864027,11071.829978,0.55718,22.25,0.9804232308728934,-0.6673805614034997,5.84932477994686,0.9143501040320088,0.716,-0.0023416861803631,0.3621879311552941,6.813322952210583,0.8013710700451224,-0.1849722173333913,0.4666926886495339,114.30041764071748,-0.2272846067439335,0.0,4.760271817651438,0,1.1052094495921163,0,0,0.5666666666666667,0.0,0.0003914468918195,0.8411926020408163,0,0,3989.978787,0,1,0,1.1064477924292575,0,0.8362412978614593,0.4161949221694402,0,0,1.1490783982593624,0,0
83454,92.0,1,0.6517672562535495,10575.164187,0.68147,16.75,1.1606071810128151,0.1178362926829714,5.28320372873799,-0.2741038167757782,0.348,0.0002874055919096,-0.0037483950444846,14.796521926968548,0.527623423248141,0.0136514637585001,0.0,105.09136907116172,7.33208226534884,0.0,0.8875035902520719,0,0.25,0,0,0.4857142857142857,0.0,0.0078437011289492,1.5113411753590325,0,0,6446.401873000037,0,1,0,0.0,0,0.8208130147494697,0.3936345532609665,0,0,0.0,0,0
83476,79.0,1,0.6121329180301712,10472.211099,0.68147,17.75,1.1256820981345264,0.1701026900000413,5.52942908751142,-0.2723861700000455,0.348,0.0004372819794345,0.0005180011767548,14.796521926968548,0.6121964107723268,0.0127649189057734,0.3180555555555555,107.08611983901604,6.227942598377491,0.0,0.8641017804182163,0,0.25,0,0,0.5,0.0,0.0078437011289492,1.4821660315360712,0,0,6402.96816100004,0,1,0,0.0,0,0.8125260782402666,0.3936345532609665,0,0,0.0,0,0
83891036,100.0,1,1.0023194788653873,5447.1169240112,0.49926,25.0,1.0738674003528892,-1.4978712373995609,5.50176828451651,-0.3398363155588019,0.18,-0.0187233904674945,-0.0203360734423528,14.76854770235179,0.7196411764965168,-0.0552785687612882,0.0,169.19569193873258,-0.2704289493575214,0.0,6.714535194400471,0,0.0,0,0,0.6666666666666666,0.0,0.0028826515739065,0.5883289635298564,0,0,2959.957708288003,0,1,0,5.779099865974813,0,1.1681218581157933,0.1853954059492991,0,0,0.0,1,0
83905015,57.889176825,1,1.1287821607602546,20061.5441810001,0.51293,34.5,0.9916085527562016,-2.2282479625390046,5.27811465923052,0.8444855275754423,0.927,-0.0041187577865785,0.0660731830219166,1.3921231114328676,0.6795097833747537,-0.175108561843211,0.8656264959687578,132.8238918707004,-12.066568799674451,3.84674783097371,-1.7607078976535653,0,0.394132025197303,0,1,0.5576923076923077,0.0,0.0022219628953496,0.5797112392788247,0,0,28445.93700800014,0,1,0,-1.5080451256611802,0,0.9001679592479709,0.1036680779880243,0,1,-0.9284016421798827,0,0
84852539,100.0,1,0.6097222755242004,76423.951511,1.16412,29.5,0.5625056497045533,-0.8773290204081606,5.70461546096009,0.9173917500000008,0.003,-0.0168717119309261,-0.078888428829196,1.0,0.4894054670431671,-0.055646930191012,0.0,352.7453844592011,0.0,0.0,71.72471241326528,0,0.0,0,0,0.5833333333333334,0.0,2.312964634635743e-18,1.5056560216679264,0,0,67009.881316,0,0,0,0.0,0,1.7930154545979682,0.074074074074074,0,0,0.0,0,0
85721331,87.420918365,1,0.8224320454691435,7640.0794577184,0.51301,27.5,0.958569742047733,0.7995954285714268,6.4889199363108,-0.3345664285714301,0.0009999999999999,0.0071392448979591,-0.0543233550690948,9.003212111258996,0.8233818824615534,0.0796625537095402,0.0,170.21111834532005,0.1875312316284534,3.78116850907029,-8.89314493119517,0,0.0,1,0,0.7916666666666666,0.3105665924733835,0.0052927186185716,0.9418388605442176,0,0,3140.024379128004,0,1,0,0.0,0,1.101407296330761,0.3946168683776827,0,1,0.6076059030152485,0,0
86408459,18.625609515,0,0.9122696525422876,10370.959798,0.56741,33.25,0.8523716299309484,0.7588905251479237,6.19917715139165,-0.0303874308432047,-0.065,0.0049927008233416,-0.2157400009049171,11.029056641980883,0.8236820818597985,0.1355230671004437,0.6354055912488452,181.74511032308897,-0.8468378894767785,1.77840277777778,-7.184459970819223,0,0.0,1,0,0.6071428571428571,0.3227107620248333,0.0065771601853974,0.6626191070500232,0,1,5918.902020000008,0,1,0,0.0,0,1.0054575624881994,0.1666666666666666,0,1,0.5739097156037469,0,0
